Collection,Nid,Title,Contributing Institution,Contributor,Coverage,Creator,Date Digital,Date Original (Precise),Date Original (Precise),Decade,Description,Digitization Specifications,Excerpt,Folder,Format,Image,Language,Publisher,Relation,Resource Identifier,Rights Management,Series,Source,Subject,Transcript,Type,Video
,,,,,,,,,,,,,,,,,,,,,,,,Wire fencing,,,
,,,,,,,,,,,,,,,,,,,,,,,,Corn,,,
Back to the Land,338,Cartload of Melons,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00236_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Fruit,,,
,,,,,,,,,,,,,,,,,,,,,,,,Melons,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm produce,,,
Back to the Land,339,Birdsfoot Barn,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00238_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Barns,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Outbuildings,,,
Back to the Land,340,Birdsfoot Group Photograph,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00239_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Farmhouses,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Portraits, Group",,,
,,,,,,,,,,,,,,,,,,,,,,,,Porches,,,
,,,,,,,,,,,,,,,,,,,,,,,,Communal living,,,
,,,,,,,,,,,,,,,,,,,,,,,,Goats,,,
Back to the Land,342,Birdsfoot Group Photograph,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00241_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Farmhouses,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Porches,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Portraits, Group",,,
Back to the Land,343,Porch Photograph,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00242_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Porches,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
Back to the Land,344,Bringing the Cow to Pasture,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00244_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dairying,,,
,,,,,,,,,,,,,,,,,,,,,,,,Pasture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Cows,,,
Back to the Land,345,Birdsfoot - Around the Dining Table,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00245_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Communal Living,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farmhouses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Rooms & spaces,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
Back to the Land,346,May Eve,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00246_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Celebrations,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Festivals,,,
,,,,,,,,,,,,,,,,,,,,,,,,May Day,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Communal living,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
Back to the Land,347,Maypole,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00247_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Maypoles,,,
,,,,,,,,,,,,,,,,,,,,,,,,Festivals,,,
,,,,,,,,,,,,,,,,,,,,,,,,Celebrations,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Communal living,,,
Back to the Land,348,May Eve,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00248_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Celebrations,,,
,,,,,,,,,,,,,,,,,,,,,,,,May Day,,,
,,,,,,,,,,,,,,,,,,,,,,,,Festivals,,,
,,,,,,,,,,,,,,,,,,,,,,,,Communal living,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
,,,,,,,,,,,,,,,,,,,,,,,,May poles,,,
Back to the Land,349,Maypole Celebration,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00249_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Communal living,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
,,,,,,,,,,,,,,,,,,,,,,,,May Day,,,
,,,,,,,,,,,,,,,,,,,,,,,,Maypoles,,,
,,,,,,,,,,,,,,,,,,,,,,,,Festivals,,,
,,,,,,,,,,,,,,,,,,,,,,,,Celebrations,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
Back to the Land,350,Visiting on the Birdsfoot Porch,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00250_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Porches,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Country life,,,
Back to the Land,351,Putting Up New Siding on the Main House,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00251_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Farmhouses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
Back to the Land,352,Putting in a New Floor Upstairs in the Main House,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00252_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Farmhouses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Rooms & spaces,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
Back to the Land,353,Pink House,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00253_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Owner built houses,,,
Back to the Land,354,Interior of the Pink House,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00254_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Rooms & spaces,,,
,,,,,,,,,,,,,,,,,,,,,,,,Architecture,,,
Back to the Land,355,Hugging House,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00255_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Architecture,,,
,,,,,,,,,,,,,,,,,,,,,,,,House construction,,,
,,,,,,,,,,,,,,,,,,,,,,,,Owner built houses,,,
Back to the Land,356,Hugging House Interior During Construction,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00256_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,House construction,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Owner built houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Architecture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Rooms & spaces,,,
Back to the Land,357,Outside Near Columbine,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00257_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Infants,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Child-rearing,,,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
Back to the Land,358,Delphiniums,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00258_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Flowers,,,
,,,,,,,,,,,,,,,,,,,,,,,,Delphinium,,,
Back to the Land,359,Little River School,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00259_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Little River School,,,
,,,,,,,,,,,,,,,,,,,,,,,,Schools,,,
,,,,,,,,,,,,,,,,,,,,,,,,Education,,,
,,,,,,,,,,,,,,,,,,,,,,,,Alternative lifestyles,,,
,,,,,,,,,,,,,,,,,,,,,,,,Country life,,,
Back to the Land,360,Celebration at Little River School,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00260_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Little River School,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Education,,,
,,,,,,,,,,,,,,,,,,,,,,,,Alternative Schools,,,
,,,,,,,,,,,,,,,,,,,,,,,,Community life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Celebrations,,,
Back to the Land,361,Celebration at Little River School,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00261_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Little River School,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Education,,,
,,,,,,,,,,,,,,,,,,,,,,,,Alternative schools,,,
,,,,,,,,,,,,,,,,,,,,,,,,Community life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Celebrations,,,
Back to the Land,362,Interior of Barn,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00262_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Barns,,,
,,,,,,,,,,,,,,,,,,,,,,,,Outbuildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm buildings,,,
Back to the Land,364,House Raising,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00264_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,House-raising,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,House-raising parties,,,
,,,,,,,,,,,,,,,,,,,,,,,,Architecture,,,
,,,,,,,,,,,,,,,,,,,,,,,,House construction,,,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
Back to the Land,365,House Raising,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00265_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,House-raising,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,House-raising parties,,,
,,,,,,,,,,,,,,,,,,,,,,,,Architecture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,House Construction,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
Back to the Land,367,House Raising,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00267_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,House-raising,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,House-raising parties,,,
,,,,,,,,,,,,,,,,,,,,,,,,Architecture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,House construction,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
Back to the Land,368,Canton Farmers' Market,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00268_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farmers' markets,,,
Back to the Land,369,Farmers' Market,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,Birdsfoot Farm sold vegetables at Canton Farmers' Market.,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00269_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farmers' market,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Marketing,,,
Back to the Land,370,Farmers' Market,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00270_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farmers' market,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Markets,,,
Back to the Land,371,Leek Harvest Fun,,Birdsfoot Farm,,"Jones, Doug",23-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00271_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Leek,,Image,
